product_id,product_name,category,price
PROD74839,Down-sized well-modulated process improvement,Subscription,162.46
PROD26029,Set,Subscription,310.56
PROD27710,Persevering exuding task-force,Consumables,315.89
PROD32857,Reality,Software,104.15
PROD19037,Night,Consumables,162.55
PROD37003,Threat,Service,221.76
PROD04739,MidnightBlue Occur,Subscription,414.2
PROD84199,Vision-oriented composite leverage,Consumables,480.0
PROD97216,MistyRose Company,Hardware,232.27
PROD12434,Nearly,Hardware,178.99
PROD17736,Operative discrete strategy,Hardware,236.43
PROD15557,LightCoral Medical,Consumables,448.07
PROD68598,Cloned asynchronous methodology,Service,476.33
PROD63577,Front-line non-volatile implementation,Service,163.65
PROD62223,Pull,Hardware,414.09
PROD00331,BlueViolet Low,Service,267.9
PROD53400,SlateGray War,Service,240.26
PROD53083,Multi-layered grid-enabled interface,Consumables,470.05
PROD62479,Congress,Consumables,374.02
PROD60664,Ivory Along,Service,25.9
PROD27461,Claim,Subscription,118.56
PROD04687,Open-architected disintermediate concept,Subscription,443.77
PROD48421,Turquoise Prevent,Software,358.7
PROD87748,Profound dynamic collaboration,Subscription,461.01
PROD64855,Innovative system-worthy installation,Service,185.7
PROD13860,Networked intangible encryption,Consumables,213.15
PROD89547,Open-source motivating project,Hardware,132.93
PROD38361,Think,Consumables,117.35
PROD39123,Attack,Subscription,260.27
PROD34501,LavenderBlush Develop,Consumables,220.53
PROD47386,Total empowering infrastructure,Consumables,294.07
PROD34756,Up-sized global projection,Hardware,372.37
PROD59016,Secured foreground open architecture,Service,357.22
PROD58178,Tan Real,Subscription,48.5
PROD10144,Orange Reach,Hardware,385.41
PROD42165,Bisque Member,Software,432.51
PROD46056,Hospital,Hardware,408.03
PROD41143,Enhanced directional core,Subscription,110.98
PROD43627,Cornsilk Manage,Hardware,161.6
PROD02090,LightSalmon Police,Software,88.08
PROD07357,Multi-layered intangible secured line,Service,433.79
PROD27177,Intuitive interactive standardization,Consumables,49.62
PROD57029,Data,Service,346.5
PROD86736,Inverse holistic matrices,Hardware,483.63
PROD51660,Perhaps,Software,56.0
PROD50468,Popular,Service,322.4
PROD32693,For,Software,258.49
PROD19353,Man,Service,108.52
PROD67669,Why,Service,417.98
PROD33661,Public,Subscription,86.1
PROD71693,Cross-group interactive structure,Consumables,416.93
PROD60872,Persistent even-keeled moderator,Service,207.38
PROD54077,Reactive discrete open system,Consumables,84.36
PROD25037,DarkOliveGreen Must,Software,478.54
PROD58990,Certain,Service,145.5
PROD44527,Innovative multi-state hub,Service,429.99
PROD43599,Pink Energy,Service,473.87
PROD15329,PaleTurquoise Season,Software,409.16
PROD55271,Fuchsia Force,Subscription,409.05
PROD48980,Many,Consumables,460.09
PROD83379,Chance,Consumables,356.45
PROD86577,DarkBlue Like,Software,101.88
PROD56779,Gainsboro Sense,Service,380.74
PROD89521,Exclusive upward-trending system engine,Service,25.04
PROD17647,Universal zero tolerance approach,Service,272.1
PROD16082,DodgerBlue Measure,Consumables,358.86
PROD91009,BlanchedAlmond Heavy,Service,219.19
PROD42106,Hotel,Subscription,154.67
PROD59340,Olive Character,Hardware,59.31
PROD36388,Foot,Service,298.59
PROD43346,Four,Consumables,202.31
PROD09924,SkyBlue Heart,Service,330.36
PROD72675,MediumOrchid Ball,Hardware,220.09
PROD01209,Around,Service,216.99
PROD12450,Open,Consumables,286.14
PROD00021,Operative client-driven data-warehouse,Service,308.11
PROD70096,Available,Consumables,230.86
PROD53397,OliveDrab Even,Service,161.42
PROD28725,Customer,Subscription,281.69
PROD11593,Investment,Software,266.6
PROD19316,DarkSlateGray Around,Software,134.03
PROD30096,Thought,Consumables,380.29
PROD37515,Grow,Subscription,414.59
PROD56757,Lawyer,Software,382.56
PROD25444,Extended regional extranet,Service,27.77
PROD88598,Local,Subscription,448.18
PROD02695,DarkSlateGray Put,Subscription,235.96
PROD66001,Its,Consumables,88.93
PROD66887,Wish,Service,198.57
PROD21019,LightSkyBlue Center,Subscription,49.12
PROD12804,Focused motivating circuit,Service,37.68
PROD84401,MediumSpringGreen On,Consumables,393.3
PROD51029,Gray Meet,Service,485.36
PROD34057,Seat,Hardware,126.73
PROD20451,Maroon White,Consumables,93.18
PROD49338,Population,Service,102.78
PROD28423,White Attack,Subscription,375.1
PROD23143,Profit-focused 24hour middleware,Consumables,342.18
PROD59376,LightSalmon Military,Hardware,290.99
PROD78319,Last,Service,164.19
PROD42280,Quality-focused maximized capacity,Service,219.63
PROD40367,DarkViolet Course,Consumables,14.53
PROD55205,Open-source object-oriented emulation,Hardware,222.62
PROD14542,Gold Into,Subscription,156.61
PROD36875,When,Subscription,157.32
PROD17433,Right-sized value-added pricing structure,Consumables,364.01
PROD96450,DeepSkyBlue Film,Software,109.24
PROD99794,Seamless user-facing software,Consumables,63.95
PROD73195,DarkOrange Condition,Service,195.14
PROD92489,Trade,Hardware,319.97
PROD25625,Fully-configurable eco-centric product,Software,378.53
PROD40911,GhostWhite Instead,Consumables,85.96
PROD90799,FireBrick On,Consumables,119.23
PROD70993,Re-engineered motivating complexity,Consumables,127.92
PROD27933,Vision-oriented executive process improvement,Consumables,41.57
PROD63889,Popular,Hardware,138.03
PROD02409,To,Service,257.49
PROD43363,Customizable object-oriented infrastructure,Consumables,293.99
PROD93185,Chocolate Baby,Software,223.98
PROD01735,Add,Service,426.71
PROD93262,Devolved client-driven solution,Consumables,34.76
PROD89101,Innovative empowering implementation,Software,276.74
PROD57639,LightGreen International,Software,114.6
PROD02053,The,Service,239.85
PROD91722,Customer-focused even-keeled artificial intelligence,Hardware,162.68
PROD58762,Miss,Service,319.53
PROD82878,SpringGreen Think,Hardware,26.94
PROD09047,Configurable fault-tolerant initiative,Software,97.67
PROD53307,OldLace Past,Service,321.47
PROD69918,Secured attitude-oriented budgetary management,Hardware,47.22
PROD65503,Visionary scalable standardization,Hardware,376.25
PROD13040,Rock,Consumables,226.68
PROD61869,PaleTurquoise Medical,Software,196.07
PROD92946,LightPink Special,Subscription,276.73
PROD98289,Adaptive empowering knowledgebase,Software,181.08
PROD92875,Devolved empowering core,Subscription,140.38
PROD80009,AliceBlue Suggest,Software,237.39
PROD63160,Universal 24/7 matrix,Hardware,322.96
PROD84052,Receive,Hardware,331.96
PROD40473,Chartreuse Lay,Software,407.09
PROD57517,MediumTurquoise Event,Hardware,97.11
PROD81990,LightGoldenRodYellow Far,Consumables,98.69
PROD59314,Customizable 24hour leverage,Hardware,278.3
PROD91619,Virtual heuristic portal,Service,382.03
PROD79176,By,Subscription,444.83
PROD22973,SaddleBrown Throw,Service,380.28
PROD23195,GhostWhite Rise,Subscription,480.54
PROD09998,Reverse-engineered client-server budgetary management,Subscription,324.76
PROD25517,De-engineered cohesive model,Hardware,371.31
PROD19568,Enterprise-wide system-worthy focus group,Software,282.75
PROD85030,Administration,Subscription,379.43
PROD95415,Virtual multimedia forecast,Software,67.78
PROD94100,Organic grid-enabled orchestration,Service,151.58
PROD52101,Intuitive non-volatile parallelism,Hardware,428.51
PROD07358,RosyBrown Push,Consumables,145.75
PROD36422,Profound national website,Service,303.45
PROD30137,Realigned needs-based projection,Service,427.09
PROD21551,OrangeRed Identify,Consumables,301.16
PROD63876,Tomato Yeah,Hardware,316.32
PROD35710,Inverse 4thgeneration secured line,Subscription,307.77
PROD44194,Integrated interactive encryption,Hardware,474.1
PROD27445,Quality-focused analyzing neural-net,Subscription,164.4
PROD85223,Polarized optimizing archive,Consumables,86.8
PROD26097,Stand-alone optimizing contingency,Subscription,127.76
PROD16806,Progressive background archive,Consumables,102.22
PROD88828,Congress,Consumables,51.2
PROD84743,Tan Apply,Service,249.83
PROD80790,Synergized uniform core,Hardware,234.82
PROD63793,Managed 6thgeneration database,Software,473.45
PROD60967,Visionary homogeneous initiative,Service,20.41
PROD28585,Growth,Hardware,264.26
PROD21693,DarkBlue Food,Software,323.17
PROD08988,PaleGreen Wait,Consumables,333.52
PROD44079,DarkSlateGray Case,Service,298.21
PROD34227,Hit,Consumables,25.7
PROD84574,Work,Service,471.04
PROD34185,Mind,Consumables,422.1
PROD81456,MidnightBlue Compare,Software,259.36
PROD29564,Orange Maintain,Hardware,269.62
PROD73978,Wide,Software,237.95
PROD07282,MediumTurquoise Other,Consumables,167.22
PROD44417,Down-sized zero tolerance matrix,Hardware,135.08
PROD23072,Monitored zero-defect capability,Hardware,191.1
PROD17904,Question,Consumables,227.82
PROD45517,FireBrick Others,Subscription,334.24
PROD73422,Chocolate Star,Consumables,358.48
PROD85837,Tan Almost,Service,460.65
PROD68483,Decentralized executive website,Subscription,228.22
PROD58879,MediumPurple Stage,Service,129.26
PROD99839,Peru Process,Subscription,350.97
PROD65764,Three,Software,283.54
PROD70649,LawnGreen Speech,Hardware,19.81
PROD91370,Realize,Hardware,108.48
PROD43434,Break,Software,224.53
PROD85761,Streamlined systematic concept,Subscription,114.37
PROD08716,While,Consumables,289.04
PROD96251,CornflowerBlue Soon,Service,209.53
PROD18841,User-centric homogeneous moderator,Hardware,162.89
PROD39205,Object-based fresh-thinking Graphic Interface,Service,143.63
PROD14834,FloralWhite Able,Hardware,87.21
PROD64061,GreenYellow Management,Subscription,399.81
PROD08302,BlueViolet Consumer,Service,315.68
PROD28170,Fuchsia Medical,Service,221.66
PROD49202,DarkCyan Article,Software,97.59
PROD66645,Billion,Software,174.12
PROD95405,Newspaper,Hardware,189.19
PROD29032,Their,Service,119.55
PROD87952,Object-based heuristic protocol,Software,417.76
PROD43007,LightBlue Push,Service,189.04
PROD09190,Enhanced mobile Internet solution,Subscription,270.49
PROD21195,ForestGreen Out,Service,277.62
PROD69331,Adaptive neutral frame,Service,130.79
PROD03160,Group,Consumables,246.46
PROD84905,Assimilated multi-state support,Subscription,439.97
PROD52818,De-engineered zero administration budgetary management,Subscription,384.96
PROD83666,Grass-roots zero administration conglomeration,Software,217.32
PROD19402,Organic multi-state archive,Software,47.7
PROD98431,Do,Subscription,72.48
PROD97060,Not,Consumables,62.53
PROD61705,Optimized neutral capacity,Consumables,31.34
PROD69247,Team-oriented tangible groupware,Hardware,281.36
PROD88549,Real,Hardware,14.06
PROD50586,Course,Consumables,171.55
PROD01027,Level,Hardware,176.56
PROD57683,OldLace Attorney,Consumables,118.46
PROD76850,Nor,Software,481.1
PROD90754,Audience,Hardware,480.79
PROD19244,Exclusive systemic project,Software,390.13
PROD51675,Chair,Software,204.3
PROD08255,Re-engineered stable capability,Subscription,296.55
PROD58381,Yeah,Subscription,119.81
PROD73937,Source,Service,381.92
PROD38962,Business-focused empowering moderator,Consumables,490.19
PROD30256,Persistent hybrid productivity,Hardware,152.44
PROD33517,PaleTurquoise Particular,Software,439.98
PROD71124,Describe,Consumables,496.68
PROD93010,Several,Consumables,338.06
PROD38743,Balanced regional artificial intelligence,Hardware,68.1
PROD68228,Lose,Subscription,263.86
PROD28216,Salmon Shake,Consumables,269.9
PROD55506,Team-oriented discrete data-warehouse,Software,196.64
PROD16589,Operative human-resource groupware,Software,347.29
PROD25013,User-centric methodical adapter,Software,70.16
PROD66733,Multi-layered dedicated frame,Hardware,419.16
PROD19981,Chocolate Chair,Service,18.7
PROD46012,Sometimes,Service,75.42
PROD65223,Small,Subscription,146.01
PROD66029,LightYellow Way,Consumables,353.11
PROD46445,Environmental,Service,445.33
PROD69246,Audience,Hardware,359.09
PROD08255,Others,Consumables,373.42
PROD10054,Switchable well-modulated model,Subscription,395.07
PROD61991,Persevering dedicated neural-net,Software,113.75
PROD91237,User-friendly exuding secured line,Software,231.0
PROD42431,Arrive,Consumables,332.6
PROD53092,Front-line reciprocal alliance,Hardware,221.67
PROD23553,OliveDrab Deal,Consumables,249.7
PROD81777,Operative 4thgeneration utilization,Consumables,236.44
PROD72673,Universal clear-thinking forecast,Service,37.43
PROD59861,Configurable mission-critical artificial intelligence,Hardware,128.26
PROD19348,LavenderBlush Smile,Service,335.93
PROD52744,LawnGreen Morning,Consumables,398.62
PROD95724,Phone,Consumables,437.82
PROD37737,Consumer,Hardware,355.09
PROD15719,Exclusive even-keeled website,Hardware,481.0
PROD02244,Synchronized mission-critical help-desk,Consumables,340.6
PROD95837,Linen Pull,Service,472.39
PROD65756,Director,Consumables,19.96
PROD71702,DarkTurquoise Rock,Service,410.33
PROD53333,Implemented hybrid knowledge user,Consumables,62.76
PROD77530,Ivory Seat,Hardware,394.41
PROD60763,Silver Beat,Software,247.04
PROD26466,SkyBlue Detail,Service,349.21
PROD47125,Test,Subscription,475.43
PROD11470,Olive Forward,Subscription,116.4
PROD29394,Magenta Dream,Service,229.27
PROD42971,Vision-oriented context-sensitive alliance,Service,270.7
PROD32026,Cross-platform systematic budgetary management,Subscription,303.64
PROD09086,CornflowerBlue Onto,Service,24.62
PROD06508,Up-sized well-modulated time-frame,Service,202.59
PROD64647,Chocolate Skill,Hardware,54.15
PROD71734,PaleGoldenRod Student,Hardware,406.74
PROD23198,AliceBlue Course,Software,192.14
PROD83473,End,Hardware,166.89
PROD45004,Pink Political,Consumables,347.4
PROD24394,RoyalBlue Situation,Hardware,482.92
PROD13267,Although,Software,331.57
PROD15194,Public-key transitional moderator,Subscription,352.04
PROD28036,Cross-group regional leverage,Service,202.69
PROD20621,Class,Hardware,398.35
PROD30244,Indigo He,Hardware,482.88
PROD88507,Re-engineered analyzing archive,Software,384.92
PROD86466,Back,Subscription,306.13
PROD94618,Enterprise-wide fresh-thinking encryption,Consumables,294.57
PROD34632,LightSlateGray Keep,Hardware,296.54
PROD49693,MidnightBlue Thing,Subscription,465.92
PROD25990,LightBlue Room,Software,72.37
PROD26193,MediumSlateBlue Ever,Subscription,105.57
PROD41278,Multi-channeled fresh-thinking time-frame,Service,47.11
PROD46795,Author,Subscription,353.19
PROD05774,LightYellow Tend,Subscription,493.97
PROD36163,Evidence,Subscription,348.49
PROD56881,Gainsboro Personal,Software,84.17
PROD58197,Automated hybrid protocol,Consumables,475.76
PROD85438,Total bi-directional application,Consumables,403.39
PROD63946,Silver Join,Service,254.43
PROD23068,Begin,Hardware,60.33
PROD91536,LightGray Trouble,Consumables,277.7
PROD44393,Technology,Subscription,376.12
PROD56300,DarkSalmon Vote,Service,282.47
PROD44924,Azure Student,Consumables,113.95
PROD87938,LightSteelBlue Off,Subscription,154.88
PROD22342,Orchid Us,Software,210.13
PROD14817,Moccasin Perhaps,Software,220.9
PROD56002,Grass-roots regional productivity,Service,111.3
PROD29091,Face-to-face mobile capacity,Hardware,14.25
PROD21468,Azure Leave,Software,286.2
PROD52942,Reactive holistic hierarchy,Consumables,195.05
PROD57315,Reverse-engineered 6thgeneration moratorium,Service,378.17
PROD92424,MediumSpringGreen Official,Consumables,268.31
PROD42763,DodgerBlue However,Service,437.33
PROD11659,Mandatory secondary throughput,Consumables,479.47
PROD90483,De-engineered non-volatile methodology,Service,244.66
PROD42411,DarkGoldenRod Oil,Service,144.34
PROD43879,Certain,Consumables,464.61
PROD84356,Them,Software,72.15
PROD80793,Class,Subscription,166.65
PROD74352,Right-sized radical installation,Hardware,367.38
PROD52921,SkyBlue Short,Service,372.3
PROD11628,Record,Service,389.64
PROD32817,FireBrick Choose,Subscription,473.0
PROD98603,Machine,Hardware,256.85
PROD59557,Managed heuristic parallelism,Consumables,320.12
PROD65779,Integrated content-based firmware,Service,427.45
PROD25426,SlateGray Drop,Service,365.12
PROD84569,DarkGray Relate,Subscription,407.1
PROD97762,Virtual coherent workforce,Service,334.26
PROD76169,BlanchedAlmond Task,Hardware,23.33
PROD04219,Focused systematic migration,Service,184.29
PROD53306,GoldenRod Grow,Subscription,48.42
PROD41435,LightBlue Finally,Service,473.35
PROD18308,WhiteSmoke Order,Hardware,235.57
PROD96347,All,Hardware,348.43
PROD37361,SkyBlue Case,Consumables,116.29
PROD90460,Total,Hardware,400.78
PROD44175,Fundamental dynamic orchestration,Software,200.18
PROD57818,Lavender Speak,Software,469.07
PROD48512,White Say,Subscription,291.02
PROD04408,Teal Sound,Hardware,104.19
PROD85505,Wheat Generation,Software,461.45
PROD94951,Monitored real-time customer loyalty,Consumables,89.32
PROD33494,Reactive mission-critical collaboration,Subscription,497.88
PROD54297,Optional optimal matrices,Hardware,59.24
PROD37684,SpringGreen Under,Hardware,74.11
PROD21685,DarkOrchid Bed,Consumables,371.32
PROD06985,Name,Service,113.5
PROD57760,Computer,Hardware,84.93
PROD02377,Function-based regional knowledge user,Hardware,294.13
PROD40646,Service,Subscription,52.14
PROD69060,Adaptive context-sensitive standardization,Subscription,225.82
PROD00833,Aquamarine Performance,Software,281.33
PROD14486,System,Service,464.16
PROD37636,MintCream Choose,Consumables,351.05
PROD99262,Cup,Service,207.69
PROD11379,Recognize,Consumables,247.41
PROD72072,SlateGray Themselves,Subscription,337.26
PROD26767,Multi-tiered foreground workforce,Consumables,354.15
PROD00035,OldLace Including,Subscription,278.9
PROD78785,Purple Although,Software,214.39
PROD81051,Exclusive bifurcated migration,Consumables,34.96
PROD54089,Bisque Cold,Service,484.62
PROD99918,Remember,Consumables,430.39
PROD26653,Believe,Subscription,196.7
PROD24932,Husband,Software,434.38
PROD41453,Decide,Consumables,395.45
PROD34753,Optional multi-state Graphical User Interface,Consumables,188.29
PROD05571,Though,Hardware,329.49
PROD77048,Win,Hardware,197.5
PROD29204,Create,Subscription,425.6
PROD73423,RosyBrown Article,Software,255.11
PROD57729,Managed dedicated moratorium,Consumables,52.29
PROD71274,Late,Consumables,134.6
PROD44015,Black,Consumables,227.68
PROD33188,OrangeRed Page,Service,214.28
PROD26327,Profit-focused upward-trending complexity,Software,11.67
PROD41323,Triple-buffered executive process improvement,Consumables,198.84
PROD18410,FloralWhite Heavy,Hardware,135.36
PROD83006,User-centric exuding instruction set,Subscription,465.57
PROD78339,DarkGray Up,Consumables,322.92
PROD96510,Perhaps,Software,240.7
PROD32066,Economy,Hardware,249.47
PROD72412,Fire,Software,440.42
PROD49428,Multi-channeled dynamic structure,Consumables,456.65
PROD85875,Reactive interactive software,Service,323.68
PROD75152,LightGreen Teacher,Hardware,105.0
PROD24649,DarkTurquoise Season,Service,377.63
PROD42890,Snow Mean,Service,171.86
PROD68621,Assume,Hardware,47.06
PROD97214,Reality,Subscription,177.36
PROD02621,Teal Whole,Hardware,166.26
PROD51450,Foreign,Consumables,217.45
PROD01558,CadetBlue Sister,Subscription,458.08
PROD90376,Debate,Consumables,286.05
PROD93288,WhiteSmoke Buy,Hardware,403.7
PROD67041,Chartreuse Message,Hardware,196.23
PROD20196,Important,Service,162.36
PROD56193,Fuchsia Focus,Software,393.09
PROD88907,Discuss,Service,175.3
PROD10208,Chocolate Yourself,Service,446.1
PROD90165,Contain,Consumables,286.52
PROD43843,Universal homogeneous utilization,Consumables,34.31
PROD25758,Feel,Hardware,65.72
PROD42906,Self-enabling discrete forecast,Subscription,50.55
PROD75108,Attorney,Hardware,22.82
PROD37617,Organic impactful Local Area Network,Software,13.56
PROD99453,LimeGreen Federal,Consumables,229.95
PROD78601,Despite,Subscription,271.15
PROD91721,Pre-emptive systematic hub,Software,338.6
PROD93026,Ivory Response,Subscription,131.92
PROD48265,Object-based composite contingency,Subscription,395.83
PROD64046,WhiteSmoke Serious,Subscription,95.11
PROD72455,Upgradable actuating time-frame,Subscription,422.71
PROD96629,MediumBlue Cup,Service,129.56
PROD30779,LawnGreen Gas,Software,294.72
PROD17087,Enterprise-wide zero administration access,Consumables,495.77
PROD01283,User-centric systemic collaboration,Subscription,294.54
PROD00308,DarkKhaki Environmental,Software,107.95
PROD30911,Right-sized human-resource time-frame,Consumables,36.73
PROD29713,Manager,Service,123.24
PROD00511,Ok,Service,242.93
PROD17247,Stuff,Hardware,173.88
PROD66355,Gray Move,Subscription,15.69
PROD44861,Distributed non-volatile flexibility,Subscription,498.89
PROD50721,Water,Hardware,127.51
PROD11957,Devolved encompassing parallelism,Hardware,497.18
PROD33415,War,Service,189.5
PROD42653,Hit,Software,254.2
PROD17866,Optimized exuding access,Subscription,350.11
PROD19349,BlueViolet Business,Consumables,354.54
PROD57478,See,Hardware,243.9
PROD39027,Operation,Consumables,87.03
PROD33342,Pink Test,Service,468.26
PROD07882,DarkCyan Food,Hardware,446.76
PROD64393,Last,Service,275.95
PROD70286,South,Service,467.24
PROD80016,Picture,Software,65.54
PROD45865,FireBrick Half,Software,53.05
PROD02353,Team-oriented multimedia framework,Hardware,137.17
PROD00767,Optimized content-based contingency,Software,152.48
PROD77785,Computer,Hardware,427.38
PROD18271,Aqua Example,Hardware,356.61
PROD82932,Re-contextualized secondary parallelism,Software,471.89
PROD27128,DarkSalmon Onto,Subscription,218.46
PROD10092,Tree,Consumables,119.91
PROD80762,PeachPuff Stage,Subscription,217.06
PROD18443,My,Service,58.29
PROD72700,Customizable intangible model,Subscription,326.33
PROD16299,Born,Subscription,466.36
PROD67767,Walk,Consumables,473.77
PROD56655,Cyan Board,Service,377.21
PROD70572,Since,Subscription,144.4
PROD69648,Industry,Software,126.68
PROD36662,Indigo President,Hardware,244.13
PROD65383,Two,Service,47.49
PROD73205,Managed heuristic interface,Hardware,19.09
PROD56562,Certain,Subscription,371.5
PROD10763,MediumSeaGreen Rather,Consumables,181.55
PROD10273,SeaGreen Message,Software,34.32
PROD76610,LightPink Offer,Consumables,56.48
PROD32879,Tomato Room,Service,416.31
PROD14680,Purple Sing,Hardware,498.48
PROD37019,Language,Consumables,235.57
PROD31578,Unit,Hardware,128.29
PROD13438,Gainsboro Her,Consumables,418.28
PROD89811,Ergonomic national infrastructure,Subscription,352.66
PROD02164,Next,Service,108.76
PROD24291,Focused actuating process improvement,Hardware,363.99
PROD61424,Consumer,Consumables,191.11
PROD46610,DarkSeaGreen Enough,Consumables,171.35
PROD19728,DarkGreen Relationship,Hardware,405.3
PROD85386,Virtual modular data-warehouse,Consumables,252.24
PROD22744,Team-oriented coherent extranet,Software,232.38
PROD56469,Rule,Hardware,295.67
PROD21662,Clear,Hardware,34.86
PROD41961,Future-proofed object-oriented array,Consumables,208.45
PROD25727,Street,Software,93.56
PROD81210,Realigned attitude-oriented emulation,Consumables,394.82
PROD78849,LightSeaGreen Team,Software,292.01
PROD58205,Cloned local extranet,Service,285.31
PROD92619,Carry,Consumables,217.88
PROD13009,DarkMagenta Ability,Hardware,112.48
PROD36045,De-engineered asymmetric system engine,Consumables,360.04
PROD57204,Synchronized dedicated flexibility,Service,492.46
PROD88507,Cloned empowering conglomeration,Subscription,39.99
PROD53333,Object-based dynamic conglomeration,Hardware,429.6
PROD09939,Sienna Full,Software,73.78
PROD95115,MediumSpringGreen Voice,Software,282.15
PROD57538,Prepare,Consumables,367.29
PROD24979,PowderBlue Eight,Subscription,248.3
PROD20371,Cold,Hardware,116.02
PROD40464,LightGoldenRodYellow Professor,Service,446.18
PROD29059,DarkCyan Treatment,Hardware,221.07
PROD99532,HoneyDew Whose,Software,130.0
PROD78204,Peru Tonight,Service,47.82
PROD09462,Persistent high-level definition,Consumables,57.79
PROD58829,DarkTurquoise White,Service,73.5
PROD10129,Focused value-added groupware,Service,72.22
PROD59237,Team-oriented optimizing approach,Service,39.7
PROD98563,Memory,Service,198.45
PROD61041,Blue Crime,Consumables,366.85
PROD35668,Cloned empowering matrices,Subscription,350.71
PROD09068,Intuitive 5thgeneration artificial intelligence,Subscription,274.41
PROD24949,GreenYellow Suddenly,Hardware,362.45
PROD84219,Switchable local task-force,Subscription,37.21
PROD99996,Future-proofed full-range secured line,Subscription,247.33
PROD07076,Ergonomic background knowledge user,Consumables,304.69
PROD60908,OliveDrab Memory,Hardware,48.43
PROD36060,To,Subscription,423.02
PROD93500,Laugh,Hardware,445.84
PROD07236,Up-sized web-enabled utilization,Software,268.93
PROD29833,Nation,Consumables,148.21
PROD51243,Inverse zero-defect definition,Software,39.65
PROD56670,OldLace Ten,Hardware,64.93
PROD73160,AntiqueWhite Exist,Consumables,67.58
PROD30230,Apply,Subscription,390.18
PROD04294,PowderBlue Through,Software,334.04
PROD88109,World,Software,390.68
PROD71441,Open-architected eco-centric analyzer,Hardware,482.07
PROD42234,Diverse maximized moderator,Consumables,382.93
PROD67239,GreenYellow Deal,Consumables,121.69
PROD80072,Ergonomic zero administration task-force,Subscription,320.03
PROD96247,BurlyWood Main,Consumables,86.99
PROD47908,Networked leadingedge intranet,Consumables,485.99
PROD90063,DarkGoldenRod Charge,Service,134.98
PROD29562,MediumSeaGreen Claim,Consumables,423.07
PROD40974,IndianRed Perform,Service,322.91
PROD42594,Often,Subscription,167.6
PROD83584,Triple-buffered bifurcated database,Consumables,72.13
PROD53444,Focused executive approach,Consumables,379.24
PROD01133,Switchable systematic artificial intelligence,Consumables,71.83
PROD66145,Receive,Subscription,270.16
PROD48316,Snow Threat,Software,223.67
PROD77684,Scene,Subscription,334.17
PROD74481,When,Service,184.16
PROD84913,Black Himself,Hardware,18.95
PROD39226,Green Health,Consumables,349.07
PROD38136,Multi-channeled next generation encoding,Subscription,136.58
PROD95377,Bisque Whom,Service,241.97
PROD28690,Re-contextualized intermediate core,Consumables,22.93
PROD89761,White Several,Consumables,240.37
PROD66133,Crimson Wind,Service,441.56
PROD07529,Interview,Service,370.34
PROD80446,Discover,Software,396.1
PROD74821,PaleGoldenRod Beyond,Subscription,481.58
PROD13048,Rock,Software,221.85
PROD48451,Decentralized real-time contingency,Subscription,62.02
PROD50116,DimGray Edge,Service,173.5
PROD83103,Family,Consumables,180.85
PROD40610,MediumOrchid School,Consumables,32.58
PROD02837,Call,Service,79.3
PROD21957,Multi-lateral executive open architecture,Hardware,315.52
PROD50353,DarkCyan Prevent,Hardware,310.45
PROD61842,Wide,Hardware,43.4
PROD55992,Face-to-face multi-state interface,Hardware,299.16
