cdc_table,cdc_op,cdc_ts,cdc_seq,customer_id,customer_name,country,created_at
erp_customers,I,2022-04-15,1,CUST-09502,Brand Value-Added Info-Mediaries,,2022-04-15
erp_customers,U,2023-04-02,2,CUST-09502,Brand Value-Added Info-Mediaries,United States,2022-04-15
erp_customers,I,2021-12-20,1,CUST-09806,Strategize Viral Applications,India,2021-12-20
erp_customers,U,2022-11-14,2,CUST-09806,Inc Parker,India,2021-12-20
erp_customers,I,2020-03-20,1,CUST-09863,Synergize Cross-Media E-Markets,US,2020-03-20
erp_customers,I,2022-11-22,1,CUST-09877,"Lucero, Sanchez and Perez",US,2022-11-22
erp_customers,U,2022-12-05,2,CUST-09877,"Lucero, Sanchez and Perez",United States,2022-11-22
erp_customers,I,2022-04-24,1,CUST-10366,PLC Day,CA,2022-04-24
erp_customers,I,2022-10-27,1,CUST-10438,Ltd Rios,Germany,2022-10-27
erp_customers,U,2023-01-17,2,CUST-10438,PLC Brown,Germany,2022-10-27
erp_customers,I,2021-12-15,1,CUST-10625,"Randolph, West and Rogers",US,2021-12-15
erp_customers,I,2020-11-26,1,CUST-10663,Group York,India,2020-11-26
erp_customers,U,2021-10-20,2,CUST-10663,Group York,Canada,2020-11-26
erp_customers,I,2022-07-08,1,CUST-10879,Trujillo-Thomas,DE,2022-07-08
erp_customers,D,2022-11-09,2,CUST-10879,Trujillo-Thomas,DE,2022-07-08
erp_customers,I,2020-06-12,1,CUST-11328,Generate Turn-Key E-Markets,Canada,2020-06-12
erp_customers,I,2020-07-19,1,CUST-11479,Productize Extensible Technologies,India,2020-07-19
erp_customers,U,2021-06-28,2,CUST-11479,Stewart Group,India,2020-07-19
erp_customers,I,2021-01-16,1,CUST-11538,Inc Moore,USA,2021-01-16
erp_customers,D,2021-11-29,2,CUST-11538,Inc Moore,USA,2021-01-16
erp_customers,I,2021-05-12,1,CUST-11737,Banks Group,US,2021-05-12
erp_customers,U,2022-04-19,2,CUST-11737,Banks Group,Germany,2021-05-12
erp_customers,I,2022-11-16,1,CUST-11737,LLC Randall,Chile,2022-11-16
erp_customers,I,2020-08-04,1,CUST-11771,Inc Aguilar,DE,2020-08-04
erp_customers,I,2021-02-21,1,CUST-11778,Group Brooks,Jordan,2021-02-21
erp_customers,I,2021-12-17,1,CUST-11820,"Ellison, Miller and Rodriguez",DE,2021-12-17
erp_customers,I,2020-05-15,1,CUST-11938,Maximize Extensible Schemas,Canada,2020-05-15
erp_customers,I,2021-10-06,1,CUST-12484,Generate One-To-One Markets,Germany,2021-10-06
erp_customers,I,2022-03-02,1,CUST-12597,Benchmark User-Centric Eyeballs,Germany,2022-03-02
erp_customers,I,2021-04-29,1,CUST-12620,Maximize Customized Models,USA,2021-04-29
erp_customers,U,2022-04-19,2,CUST-12620,Aggregate Bleeding-Edge Networks,USA,2021-04-29
erp_customers,I,2020-11-04,1,CUST-12760,Inc Roberts,IND,2020-11-04
erp_customers,D,2021-02-18,2,CUST-12760,Inc Roberts,IND,2020-11-04
erp_customers,I,2022-08-21,1,CUST-12838,Inc Weaver,CA,2022-08-21
erp_customers,I,2022-02-23,1,CUST-13253,Ltd Woodard,IND,2022-02-23
erp_customers,I,2022-09-17,1,CUST-13504,Ballard and Sons,CA,2022-09-17
erp_customers,I,2022-03-02,1,CUST-13724,and Sons Williams,Canada,2022-03-02
erp_customers,I,2021-02-18,1,CUST-13763,E-Enable Rich Networks,US,2021-02-18
erp_customers,D,2021-05-21,2,CUST-13763,E-Enable Rich Networks,US,2021-02-18
erp_customers,I,2022-05-22,1,CUST-14035,PLC Lee,India,2022-05-22
erp_customers,D,2023-01-08,2,CUST-14035,PLC Lee,India,2022-05-22
erp_customers,I,2020-03-27,1,CUST-14142,"Aguirre, Franklin and Snyder",CA,2020-03-27
erp_customers,I,2020-07-10,1,CUST-14322,Group Gray,Germany,2020-07-10
erp_customers,U,2021-02-16,2,CUST-14322,Group Gray,USA,2020-07-10
erp_customers,I,2022-02-21,1,CUST-14464,West PLC,Mongolia,2022-02-21
erp_customers,I,2020-12-18,1,CUST-14577,Smith Ltd,USA,2020-12-18
erp_customers,I,2021-11-14,1,CUST-14665,Benchmark Ubiquitous Web Services,United States,2021-11-14
erp_customers,I,2021-05-31,1,CUST-14673,and Sons Zamora,DE,2021-05-31
erp_customers,U,2021-08-29,2,CUST-14673,and Sons Zamora,DE,2021-05-31
erp_customers,I,2021-10-13,1,CUST-14728,PLC Sanders,IND,2021-10-13
erp_customers,U,2022-10-02,2,CUST-14728,PLC Sanders,US,2021-10-13
erp_customers,D,2022-10-04,3,CUST-14728,PLC Sanders,US,2021-10-13
erp_customers,I,2022-01-13,1,CUST-14759,Matrix Frictionless E-Services,DE,2022-01-13
erp_customers,I,2020-02-03,1,CUST-15767,Unleash B2C E-Markets,Canada,2020-02-03
erp_customers,I,2020-09-27,1,CUST-15802,Inc Pena,India,2020-09-27
erp_customers,U,2021-02-28,2,CUST-15802,Inc Pena,Canada,2020-09-27
erp_customers,I,2022-02-15,1,CUST-16050,Deliver Granular Partnerships,Georgia,2022-02-15
erp_customers,U,2022-03-31,2,CUST-16050,Deliver Granular Partnerships,India,2022-02-15
erp_customers,I,2021-11-03,1,CUST-16298,Ltd Brown,CA,2021-11-03
erp_customers,I,2021-08-14,1,CUST-16455,and Sons Dalton,United States,2021-08-14
erp_customers,D,2022-04-12,2,CUST-16455,and Sons Dalton,United States,2021-08-14
erp_customers,I,2020-01-18,1,CUST-16681,Barnes PLC,,2020-01-18
erp_customers,I,2022-05-02,1,CUST-16705,Hansen-Hickman,USA,2022-05-02
erp_customers,U,2023-03-06,2,CUST-16705,Hansen-Hickman,DE,2022-05-02
erp_customers,D,2023-05-27,3,CUST-16705,Hansen-Hickman,DE,2022-05-02
erp_customers,I,2021-04-16,1,CUST-17107,Cultivate Open-Source Systems,USA,2021-04-16
erp_customers,D,2021-12-09,2,CUST-17107,Cultivate Open-Source Systems,USA,2021-04-16
erp_customers,I,2021-03-30,1,CUST-17581,Li-Allen,,2021-03-30
erp_customers,U,2021-10-07,2,CUST-17581,Smith-Mcbride,,2021-03-30
erp_customers,D,2022-03-06,3,CUST-17581,Smith-Mcbride,,2021-03-30
erp_customers,I,2021-02-08,1,CUST-17842,Facilitate Scalable Systems,IND,2021-02-08
erp_customers,U,2021-06-29,2,CUST-17842,Facilitate Scalable Systems,India,2021-02-08
erp_customers,I,2020-09-08,1,CUST-17977,Nguyen PLC,US,2020-09-08
erp_customers,I,2022-11-08,1,CUST-18337,Mendoza-Nguyen,Germany,2022-11-08
erp_customers,U,2023-02-07,2,CUST-18337,and Sons Webster,Germany,2022-11-08
erp_customers,I,2022-05-05,1,CUST-18382,Johnston-Murphy,CA,2022-05-05
erp_customers,U,2022-12-08,2,CUST-18382,Johnston-Murphy,Canada,2022-05-05
erp_customers,I,2021-11-05,1,CUST-18553,Leverage Integrated E-Tailers,India,2021-11-05
erp_customers,I,2022-01-23,1,CUST-18638,"Moore, Coleman and Graham",DE,2022-01-23
erp_customers,D,2022-11-05,2,CUST-18638,"Moore, Coleman and Graham",DE,2022-01-23
erp_customers,I,2021-12-22,1,CUST-18856,Curry-Hampton,India,2021-12-22
erp_customers,I,2020-06-21,1,CUST-19505,Maximize Strategic Markets,IND,2020-06-21
erp_customers,I,2020-12-14,1,CUST-19553,Inc Gentry,USA,2020-12-14
erp_customers,D,2020-12-25,2,CUST-19553,Inc Gentry,USA,2020-12-14
erp_customers,I,2020-01-04,1,CUST-19766,Deploy Dynamic Solutions,USA,2020-01-04
erp_customers,U,2020-05-11,2,CUST-19766,Deploy Dynamic Solutions,Germany,2020-01-04
erp_customers,D,2021-03-16,3,CUST-19766,Deploy Dynamic Solutions,Germany,2020-01-04
erp_customers,I,2020-10-17,1,CUST-19882,Ltd Shelton,United States,2020-10-17
erp_customers,U,2021-10-11,2,CUST-19882,Enhance Global Niches,United States,2020-10-17
erp_customers,D,2021-12-21,3,CUST-19882,Enhance Global Niches,United States,2020-10-17
erp_customers,I,2021-03-22,1,CUST-20255,Synthesize Mission-Critical E-Business,CA,2021-03-22
erp_customers,I,2020-12-16,1,CUST-20285,Whiteboard B2B Metrics,India,2020-12-16
erp_customers,I,2020-05-20,1,CUST-20742,Carroll-Snyder,India,2020-05-20
erp_customers,D,2020-07-19,2,CUST-20742,Carroll-Snyder,India,2020-05-20
erp_customers,I,2020-02-07,1,CUST-20745,and Sons Martinez,IND,2020-02-07
erp_customers,U,2020-03-26,2,CUST-20745,Group Jones,IND,2020-02-07
erp_customers,D,2020-04-10,3,CUST-20745,Group Jones,IND,2020-02-07
erp_customers,I,2022-04-10,1,CUST-21224,Revolutionize Extensible Web-Readiness,USA,2022-04-10
erp_customers,U,2022-11-26,2,CUST-21224,Group Holt,USA,2022-04-10
erp_customers,I,2022-01-19,1,CUST-21517,Inc Bauer,USA,2022-01-19
erp_customers,U,2022-07-24,2,CUST-21517,Inc Bauer,IND,2022-01-19
erp_customers,D,2022-12-09,3,CUST-21517,Inc Bauer,IND,2022-01-19
erp_customers,I,2020-11-16,1,CUST-21999,Re-Contextualize Back-End Communities,,2020-11-16
erp_customers,I,2021-04-11,1,CUST-22449,Iterate Mission-Critical Action-Items,Canada,2021-04-11
erp_customers,D,2021-07-31,2,CUST-22449,Iterate Mission-Critical Action-Items,Canada,2021-04-11
erp_customers,I,2021-05-30,1,CUST-22990,Inc Michael,US,2021-05-30
erp_customers,I,2020-02-29,1,CUST-23044,Thompson PLC,US,2020-02-29
erp_customers,D,2020-07-25,2,CUST-23044,Thompson PLC,US,2020-02-29
erp_customers,I,2022-02-16,1,CUST-23343,and Sons Howell,Montserrat,2022-02-16
erp_customers,I,2022-11-06,1,CUST-23864,PLC Salazar,Sierra Leone,2022-11-06
erp_customers,U,2023-09-03,2,CUST-23864,PLC Salazar,Germany,2022-11-06
erp_customers,I,2020-01-10,1,CUST-23983,Matrix Compelling Functionalities,DE,2020-01-10
erp_customers,U,2020-09-23,2,CUST-23983,Morph Efficient Channels,DE,2020-01-10
erp_customers,I,2021-07-05,1,CUST-23998,Watson-Washington,Canada,2021-07-05
erp_customers,I,2022-06-05,1,CUST-24102,PLC Krueger,United States,2022-06-05
erp_customers,I,2022-02-14,1,CUST-24180,Mcdonald Ltd,South Africa,2022-02-14
erp_customers,U,2022-11-24,2,CUST-24180,Mcdonald Ltd,DE,2022-02-14
erp_customers,I,2020-10-30,1,CUST-24307,Goodwin PLC,US,2020-10-30
erp_customers,I,2020-01-03,1,CUST-24594,Foster-Smith,US,2020-01-03
erp_customers,I,2020-03-04,1,CUST-25367,Ruiz-Martinez,IND,2020-03-04
erp_customers,I,2021-01-07,1,CUST-25396,Lewis Ltd,CA,2021-01-07
erp_customers,U,2021-06-21,2,CUST-25396,Evolve Value-Added Schemas,CA,2021-01-07
erp_customers,I,2021-11-29,1,CUST-25658,"Hunt, Macdonald and Thomas",Germany,2021-11-29
erp_customers,U,2022-05-26,2,CUST-25658,Inc French,Germany,2021-11-29
erp_customers,I,2020-05-07,1,CUST-25694,Redefine Integrated Partnerships,US,2020-05-07
erp_customers,I,2020-02-07,1,CUST-25838,Syndicate Mission-Critical Channels,CA,2020-02-07
erp_customers,U,2021-02-05,2,CUST-25838,Syndicate Mission-Critical Channels,USA,2020-02-07
erp_customers,I,2020-12-10,1,CUST-25905,Miller-Vega,CA,2020-12-10
erp_customers,U,2021-03-06,2,CUST-25905,Miller-Vega,DE,2020-12-10
erp_customers,I,2020-06-14,1,CUST-26294,"Williams, Sanchez and Walsh",IND,2020-06-14
erp_customers,I,2022-02-14,1,CUST-26313,Inc Parker,India,2022-02-14
erp_customers,I,2021-11-28,1,CUST-26399,Rodriguez Inc,,2021-11-28
erp_customers,U,2022-10-16,2,CUST-26399,Enable Wireless Portals,,2021-11-28
erp_customers,I,2020-02-05,1,CUST-26850,Maximize Global Solutions,USA,2020-02-05
erp_customers,I,2021-07-19,1,CUST-27047,"Chapman, Edwards and Brady",Canada,2021-07-19
erp_customers,U,2022-04-02,2,CUST-27047,"Davis, Roman and Turner",Canada,2021-07-19
erp_customers,D,2022-09-12,3,CUST-27047,"Davis, Roman and Turner",Canada,2021-07-19
erp_customers,I,2022-05-23,1,CUST-27111,Group Oliver,,2022-05-23
erp_customers,I,2022-08-21,1,CUST-27162,and Sons Adams,Armenia,2022-08-21
erp_customers,U,2023-01-25,2,CUST-27162,and Sons Curry,Armenia,2022-08-21
erp_customers,I,2020-12-23,1,CUST-27517,LLC Miller,Canada,2020-12-23
erp_customers,U,2021-10-12,2,CUST-27517,Generate Proactive Systems,Canada,2020-12-23
erp_customers,I,2022-03-20,1,CUST-27911,Serrano-Carr,Martinique,2022-03-20
erp_customers,D,2022-03-28,2,CUST-27911,Serrano-Carr,Martinique,2022-03-20
erp_customers,I,2021-02-27,1,CUST-27948,Redefine Leading-Edge Partnerships,United States,2021-02-27
erp_customers,U,2022-01-09,2,CUST-27948,and Sons Haas,United States,2021-02-27
erp_customers,I,2020-11-15,1,CUST-28009,Ltd Harris,,2020-11-15
erp_customers,I,2021-06-06,1,CUST-28196,E-Enable User-Centric Technologies,US,2021-06-06
erp_customers,I,2021-03-04,1,CUST-28352,Little-Harris,Ecuador,2021-03-04
erp_customers,U,2021-07-21,2,CUST-28352,Little-Harris,USA,2021-03-04
erp_customers,I,2020-11-08,1,CUST-28509,Group Davis,US,2020-11-08
erp_customers,U,2021-02-28,2,CUST-28509,Group Davis,Lesotho,2020-11-08
erp_customers,I,2020-03-21,1,CUST-28874,Bell-Bennett,CA,2020-03-21
erp_customers,D,2020-08-14,2,CUST-28874,Bell-Bennett,CA,2020-03-21
erp_customers,I,2020-12-14,1,CUST-28883,Young-Grant,Germany,2020-12-14
erp_customers,I,2021-12-17,1,CUST-29417,Harness Virtual Synergies,IND,2021-12-17
erp_customers,U,2022-08-06,2,CUST-29417,Morales Ltd,IND,2021-12-17
erp_customers,D,2023-05-16,3,CUST-29417,Morales Ltd,IND,2021-12-17
erp_customers,I,2020-04-20,1,CUST-29494,"Morales, Collins and Manning",India,2020-04-20
erp_customers,U,2020-12-31,2,CUST-29494,"Morales, Collins and Manning",USA,2020-04-20
erp_customers,I,2021-06-01,1,CUST-29664,PLC Wilkins,IND,2021-06-01
erp_customers,I,2022-07-14,1,CUST-30378,Buchanan-Carpenter,IND,2022-07-14
erp_customers,U,2023-04-05,2,CUST-30378,Buchanan-Carpenter,United States,2022-07-14
erp_customers,D,2024-02-25,3,CUST-30378,Buchanan-Carpenter,United States,2022-07-14
erp_customers,I,2020-03-16,1,CUST-30391,Enable Next-Generation Info-Mediaries,CA,2020-03-16
erp_customers,I,2021-01-20,1,CUST-30393,Iterate Efficient Applications,USA,2021-01-20
erp_customers,U,2021-03-21,2,CUST-30393,Iterate Efficient Applications,Hungary,2021-01-20
erp_customers,D,2021-11-07,3,CUST-30393,Iterate Efficient Applications,Hungary,2021-01-20
erp_customers,I,2021-02-03,1,CUST-30518,"Moore, Fisher and Dorsey",CA,2021-02-03
erp_customers,I,2022-01-08,1,CUST-30883,Integrate Bleeding-Edge E-Business,,2022-01-08
erp_customers,I,2021-06-30,1,CUST-31150,Embrace Proactive Interfaces,US,2021-06-30
erp_customers,U,2021-12-09,2,CUST-31150,Embrace Proactive Interfaces,United States,2021-06-30
erp_customers,I,2021-03-22,1,CUST-31181,and Sons Olsen,India,2021-03-22
erp_customers,I,2020-09-09,1,CUST-31769,"Baker, Williams and Jones",India,2020-09-09
erp_customers,I,2020-09-14,1,CUST-31838,Group Williams,US,2020-09-14
erp_customers,U,2020-10-09,2,CUST-31838,PLC Ray,US,2020-09-14
erp_customers,I,2022-02-09,1,CUST-31845,Aggregate Wireless Roi,United States,2022-02-09
erp_customers,I,2021-10-22,1,CUST-31906,Harness Distributed Infrastructures,US,2021-10-22
erp_customers,I,2020-05-18,1,CUST-32304,"Barnes, Reyes and Mcfarland",DE,2020-05-18
erp_customers,U,2020-10-22,2,CUST-32304,"Barnes, Reyes and Mcfarland",IND,2020-05-18
erp_customers,D,2021-06-18,3,CUST-32304,"Barnes, Reyes and Mcfarland",IND,2020-05-18
erp_customers,I,2022-07-07,1,CUST-33030,and Sons Estrada,Germany,2022-07-07
erp_customers,I,2021-04-30,1,CUST-33331,PLC Russell,IND,2021-04-30
erp_customers,I,2020-05-23,1,CUST-33356,LLC Dickerson,Canada,2020-05-23
erp_customers,I,2022-05-05,1,CUST-33410,LLC Young,CA,2022-05-05
erp_customers,U,2023-01-04,2,CUST-33410,E-Enable Interactive Partnerships,CA,2022-05-05
erp_customers,I,2020-11-10,1,CUST-33446,Group Harris,United States,2020-11-10
erp_customers,U,2020-12-21,2,CUST-33446,Group Harris,India,2020-11-10
erp_customers,D,2021-06-15,3,CUST-33446,Group Harris,India,2020-11-10
erp_customers,I,2021-01-14,1,CUST-33469,PLC Ellis,IND,2021-01-14
erp_customers,I,2020-08-08,1,CUST-34061,LLC Buck,India,2020-08-08
erp_customers,U,2020-08-12,2,CUST-34061,LLC Buck,Madagascar,2020-08-08
erp_customers,I,2022-09-10,1,CUST-34280,Inc Bates,CA,2022-09-10
erp_customers,U,2023-03-29,2,CUST-34280,Transition Plug-And-Play Interfaces,CA,2022-09-10
erp_customers,I,2021-06-05,1,CUST-34668,Group White,IND,2021-06-05
erp_customers,D,2022-01-31,2,CUST-34668,Group White,IND,2021-06-05
erp_customers,I,2022-07-17,1,CUST-35159,Miller Inc,Canada,2022-07-17
erp_customers,U,2023-04-22,2,CUST-35159,PLC King,Canada,2022-07-17
erp_customers,I,2020-11-22,1,CUST-35183,LLC Hines,Central African Republic,2020-11-22
erp_customers,I,2020-09-28,1,CUST-35386,Inc Gomez,Canada,2020-09-28
erp_customers,D,2021-08-06,2,CUST-35386,Inc Gomez,Canada,2020-09-28
erp_customers,I,2022-01-06,1,CUST-35540,Weber Group,USA,2022-01-06
erp_customers,I,2021-03-15,1,CUST-36205,Optimize Strategic Supply-Chains,CA,2021-03-15
erp_customers,U,2021-11-10,2,CUST-36205,Aggregate Distributed E-Business,CA,2021-03-15
erp_customers,I,2021-08-01,1,CUST-36330,Peterson-Morgan,Canada,2021-08-01
erp_customers,U,2022-05-12,2,CUST-36330,Peterson-Morgan,India,2021-08-01
erp_customers,I,2020-10-26,1,CUST-36454,Peterson PLC,,2020-10-26
erp_customers,U,2020-12-29,2,CUST-36454,Cross-Davis,,2020-10-26
erp_customers,D,2021-05-02,3,CUST-36454,Cross-Davis,,2020-10-26
erp_customers,I,2021-08-29,1,CUST-36463,Group Sweeney,IND,2021-08-29
erp_customers,U,2022-07-16,2,CUST-36463,PLC Anderson,IND,2021-08-29
erp_customers,I,2020-10-05,1,CUST-36617,Generate Integrated Info-Mediaries,DE,2020-10-05
erp_customers,I,2022-06-06,1,CUST-36752,Hamilton Ltd,Norway,2022-06-06
erp_customers,U,2023-06-06,2,CUST-36752,Hamilton Ltd,United States,2022-06-06
erp_customers,I,2020-12-05,1,CUST-36874,Evolve Plug-And-Play Platforms,CA,2020-12-05
erp_customers,I,2020-07-06,1,CUST-37088,Re-Contextualize Intuitive Metrics,IND,2020-07-06
erp_customers,I,2021-12-12,1,CUST-37296,Carter Group,United States,2021-12-12
erp_customers,U,2022-07-07,2,CUST-37296,Unleash Dynamic Synergies,United States,2021-12-12
erp_customers,I,2020-11-30,1,CUST-37519,"Young, Mitchell and Jones",IND,2020-11-30
erp_customers,U,2021-08-13,2,CUST-37519,Grow Distributed Technologies,IND,2020-11-30
erp_customers,I,2020-02-09,1,CUST-37612,"Carter, Mcdonald and Miller",USA,2020-02-09
erp_customers,I,2022-11-24,1,CUST-37750,Target Intuitive Eyeballs,USA,2022-11-24
erp_customers,U,2023-11-04,2,CUST-37750,Grow End-To-End Action-Items,USA,2022-11-24
erp_customers,I,2022-10-15,1,CUST-37814,Clarke LLC,USA,2022-10-15
erp_customers,I,2021-02-12,1,CUST-38199,Transition Collaborative Users,DE,2021-02-12
erp_customers,I,2021-02-17,1,CUST-38481,Group King,CA,2021-02-17
erp_customers,I,2020-04-09,1,CUST-38546,Transition Mission-Critical Paradigms,Cocos (Keeling) Islands,2020-04-09
erp_customers,D,2021-02-10,2,CUST-38546,Transition Mission-Critical Paradigms,Cocos (Keeling) Islands,2020-04-09
erp_customers,I,2020-07-21,1,CUST-38833,"Bullock, Rodriguez and Allen",IND,2020-07-21
erp_customers,I,2020-07-24,1,CUST-39001,Group Ward,Germany,2020-07-24
erp_customers,U,2021-06-26,2,CUST-39001,Villarreal Inc,Germany,2020-07-24
erp_customers,D,2021-11-29,3,CUST-39001,Villarreal Inc,Germany,2020-07-24
erp_customers,I,2022-11-16,1,CUST-39123,LLC Sanchez,CA,2022-11-16
erp_customers,D,2023-08-18,2,CUST-39123,LLC Sanchez,CA,2022-11-16
erp_customers,I,2022-12-19,1,CUST-39447,Orchestrate Innovative Info-Mediaries,Germany,2022-12-19
