order_id,product_id,quantity,discount_pct
ORD73140,PROD35006,9,0
ORD74957,PROD74303,3,5
ORD92592,PROD57029,10,0
ORD73986,PROD00833,4,0
ORD74651,PROD27697,2,0
ORD10644,PROD73195,2,0
ORD18206,PROD02447,5,0
ORD28492,PROD19728,4,0
ORD88472,PROD86404,2,15
ORD40736,PROD56689,3,0
ORD54762,PROD58950,2,0
ORD14659,PROD57230,5,0
ORD05452,PROD35808,2,0
ORD89512,PROD65128,8,0
ORD62832,PROD51450,1,0
ORD10430,PROD98603,9,0
ORD24290,PROD24291,9,5
ORD28361,PROD71589,1,0
ORD23151,PROD13438,7,0
ORD63046,PROD11147,7,0
ORD38384,PROD13720,9,15
ORD34751,PROD56856,7,0
ORD83839,PROD09284,1,0
ORD65438,PROD24649,5,0
ORD80595,PROD50695,1,0
ORD39493,PROD19993,1,0
ORD33613,PROD56193,1,5
ORD84801,PROD70568,10,5
ORD52877,PROD91009,1,0
ORD54958,PROD59019,8,5
ORD47948,PROD44861,2,5
ORD35635,PROD29937,6,0
ORD30220,PROD84905,10,0
ORD81346,PROD32412,1,0
ORD94776,PROD47282,8,0
ORD83149,PROD27637,1,10
ORD49094,PROD07358,1,10
ORD88383,PROD29897,5,0
ORD72300,PROD94340,8,5
ORD55421,PROD11091,3,5
ORD31354,PROD50492,6,10
ORD36734,PROD63812,2,0
ORD12531,PROD23068,3,0
ORD77518,PROD78204,5,0
ORD70103,PROD89007,10,15
ORD36642,PROD54061,9,0
ORD86453,PROD57352,1,0
ORD06431,PROD57478,6,0
ORD10924,PROD09260,3,0
ORD85734,PROD05508,3,0
ORD63946,PROD58627,6,0
ORD88713,PROD75374,3,15
ORD69003,PROD18948,6,15
ORD21592,PROD33067,7,0
ORD31431,PROD79349,1,15
ORD80975,PROD50486,7,0
ORD10029,PROD37386,5,10
ORD69987,PROD98405,8,0
ORD03755,PROD92509,9,10
ORD84209,PROD87731,3,0
ORD16666,PROD16082,3,0
ORD22300,PROD70839,10,0
ORD12326,PROD02679,5,5
ORD55235,PROD80825,8,15
ORD08984,PROD92619,5,0
ORD04592,PROD43660,7,15
ORD88014,PROD14472,2,15
ORD01132,PROD43206,5,10
ORD89102,PROD71910,10,5
ORD66241,PROD88949,8,0
ORD00766,PROD72455,5,0
ORD10728,PROD03809,10,5
ORD96973,PROD04739,10,10
ORD80187,PROD87417,3,10
ORD23526,PROD55660,6,15
ORD84714,PROD83212,2,5
ORD45867,PROD71866,3,5
ORD93025,PROD41363,7,10
ORD05907,PROD24693,9,0
ORD73281,PROD10054,7,0
ORD80742,PROD56712,3,15
ORD88288,PROD93082,9,0
ORD98175,PROD84489,3,0
ORD62748,PROD17736,3,15
ORD43553,PROD09284,7,0
ORD43546,PROD89656,1,0
ORD09276,PROD48312,6,0
ORD72119,PROD50964,4,10
ORD43068,PROD58178,8,0
ORD51881,PROD52000,10,10
ORD21849,PROD96629,8,10
ORD61471,PROD42890,4,5
ORD75084,PROD88970,6,5
ORD10129,PROD61842,8,10
ORD76832,PROD39114,6,15
ORD12513,PROD56780,4,0
ORD52877,PROD98145,5,0
ORD84874,PROD25444,8,0
ORD44025,PROD31140,10,15
ORD43387,PROD11393,10,0
ORD27942,PROD34753,8,5
ORD81828,PROD99918,4,0
ORD72066,PROD08429,2,10
ORD74241,PROD02473,1,0
ORD40230,PROD73833,9,0
ORD05654,PROD35733,7,0
ORD86984,PROD50765,8,5
ORD51183,PROD27461,10,15
ORD64937,PROD17647,5,10
ORD09561,PROD26465,10,0
ORD17890,PROD73160,1,0
ORD78129,PROD57683,9,15
ORD54652,PROD56088,9,0
ORD83126,PROD26811,5,0
ORD48232,PROD96510,3,10
ORD44086,PROD21641,6,5
ORD36714,PROD51335,7,10
ORD73380,PROD78618,3,0
ORD54857,PROD16106,9,0
ORD92853,PROD20723,5,0
ORD36635,PROD40624,1,0
ORD29169,PROD56450,7,5
ORD24548,PROD18841,7,0
ORD92457,PROD29943,5,15
ORD88826,PROD89131,6,0
ORD75620,PROD14834,1,0
ORD88834,PROD69790,1,0
ORD58594,PROD94228,6,10
ORD56156,PROD71784,10,0
ORD65496,PROD06263,8,15
ORD78867,PROD28036,7,10
ORD80989,PROD56780,3,5
ORD95663,PROD35939,8,5
ORD83058,PROD80586,9,0
ORD72133,PROD63069,6,0
ORD95658,PROD27383,8,10
ORD78733,PROD56587,9,15
ORD58680,PROD53454,3,0
ORD78733,PROD56596,6,10
ORD04087,PROD09461,9,10
ORD31675,PROD90460,5,0
ORD65517,PROD71832,5,0
ORD57835,PROD00307,1,5
ORD33093,PROD42411,9,5
ORD35590,PROD42234,8,10
ORD17229,PROD14364,6,5
ORD04896,PROD66887,4,15
ORD08941,PROD54731,10,0
ORD08987,PROD44923,10,0
ORD09256,PROD68698,6,0
ORD37252,PROD30096,1,0
ORD94776,PROD96364,4,10
ORD60080,PROD28423,5,0
ORD86399,PROD41073,10,15
ORD34428,PROD66861,2,0
ORD11966,PROD94297,2,15
ORD69860,PROD55992,5,5
ORD00312,PROD64373,9,0
ORD45169,PROD24394,10,10
ORD60137,PROD70113,8,5
ORD84189,PROD29059,3,5
ORD96701,PROD43277,6,0
ORD60351,PROD80586,4,15
ORD09270,PROD94297,5,0
ORD22283,PROD42193,6,15
ORD25664,PROD65536,2,0
ORD67177,PROD92980,2,0
ORD14220,PROD70837,4,10
ORD32621,PROD01138,2,10
ORD70904,PROD89753,4,5
ORD79372,PROD04247,6,10
ORD94729,PROD85899,2,0
ORD19939,PROD97297,7,10
ORD10887,PROD24057,7,5
ORD44634,PROD04870,5,0
ORD96446,PROD75152,5,0
ORD40392,PROD09047,5,0
ORD86407,PROD84401,5,10
ORD65744,PROD18261,5,10
ORD39247,PROD30096,7,10
ORD82360,PROD35028,1,15
ORD69786,PROD72700,6,0
ORD08614,PROD90415,1,15
ORD26159,PROD99812,9,5
ORD96147,PROD80508,7,15
ORD73986,PROD41323,4,0
ORD07351,PROD83149,9,0
ORD39493,PROD87605,7,10
ORD58941,PROD63900,6,5
ORD15870,PROD41628,10,5
ORD33265,PROD65853,5,10
ORD13376,PROD03486,10,10
ORD52107,PROD10004,10,5
ORD45590,PROD20001,9,0
ORD97505,PROD87146,5,0
ORD40077,PROD41331,2,0
ORD88774,PROD80777,9,10
ORD86287,PROD37386,6,0
ORD54250,PROD96963,8,0
ORD79280,PROD02636,4,5
ORD61729,PROD86483,8,0
ORD47305,PROD11470,3,0
ORD65074,PROD86483,3,10
ORD50732,PROD79657,6,10
ORD29218,PROD65128,5,0
ORD12444,PROD03314,4,10
ORD67175,PROD24932,4,0
ORD88344,PROD80508,3,0
ORD97805,PROD87103,3,10
ORD24273,PROD53400,6,0
ORD91043,PROD48073,4,10
ORD52416,PROD76507,8,5
ORD46275,PROD93026,2,15
ORD02085,PROD30911,8,0
ORD33548,PROD16098,10,10
ORD15361,PROD24748,8,0
ORD23801,PROD07357,7,0
ORD95987,PROD55205,8,0
ORD95673,PROD42615,1,15
ORD74240,PROD09086,10,0
ORD72000,PROD72633,2,15
ORD42448,PROD13720,5,0
ORD64113,PROD43843,9,0
ORD24614,PROD07859,1,5
ORD96446,PROD01976,1,0
ORD61639,PROD26327,7,0
ORD44361,PROD27177,10,5
ORD10644,PROD85447,10,5
ORD86262,PROD26833,6,0
ORD62840,PROD49693,7,10
ORD64428,PROD84389,3,0
ORD59374,PROD00862,2,0
ORD57080,PROD75120,4,15
ORD31753,PROD71163,6,0
ORD34700,PROD25435,2,10
ORD25908,PROD88507,6,5
ORD61062,PROD90309,6,0
ORD78566,PROD26466,6,0
ORD26041,PROD74032,9,0
ORD26209,PROD77468,7,10
ORD83359,PROD19981,8,10
ORD61492,PROD24245,6,0
ORD91809,PROD04580,8,0
ORD21422,PROD26767,1,10
ORD70041,PROD80825,2,0
ORD06798,PROD78785,2,0
ORD84868,PROD21294,10,0
ORD02580,PROD80682,5,15
ORD05986,PROD71918,5,0
ORD34250,PROD64333,3,5
ORD57731,PROD54450,7,10
ORD26135,PROD96993,1,10
ORD28992,PROD09844,10,10
ORD63339,PROD50588,1,0
ORD83480,PROD38185,9,15
ORD69701,PROD32693,8,5
ORD19100,PROD77543,2,0
ORD19903,PROD29050,6,10
ORD10887,PROD82901,1,5
ORD20428,PROD01027,9,0
ORD04180,PROD93262,2,0
ORD75312,PROD16200,5,0
ORD45956,PROD25013,2,10
ORD82426,PROD94341,7,0
ORD50249,PROD51335,10,0
ORD25664,PROD49463,2,0
ORD71168,PROD90933,6,5
ORD68998,PROD52740,5,15
ORD49656,PROD57729,2,10
ORD21304,PROD94951,2,10
ORD42856,PROD44924,2,0
ORD62046,PROD96607,3,10
ORD78932,PROD35111,4,10
ORD65224,PROD42411,9,0
ORD76974,PROD08314,4,15
ORD53809,PROD37228,6,5
ORD75005,PROD77858,6,10
ORD68222,PROD71374,7,5
ORD21419,PROD46056,2,0
ORD05907,PROD17601,2,0
ORD46925,PROD69768,9,0
ORD74646,PROD87146,10,5
ORD98830,PROD13438,4,15
ORD97844,PROD87242,10,0
ORD84899,PROD29111,9,10
ORD62748,PROD33188,7,0
ORD86595,PROD23298,10,15
ORD61601,PROD64855,7,0
ORD41550,PROD90475,3,0
ORD83650,PROD73649,3,10
ORD05311,PROD84088,6,0
ORD23202,PROD44871,8,0
ORD18827,PROD78849,9,15
ORD63837,PROD57579,7,0
ORD06070,PROD80790,2,0
ORD55925,PROD27710,2,0
ORD50759,PROD90001,5,5
ORD09270,PROD93288,8,0
ORD45222,PROD56667,2,15
ORD66684,PROD85924,5,5
ORD65074,PROD94579,6,5
ORD29846,PROD28459,4,0
ORD01708,PROD71124,1,0
ORD96973,PROD52818,6,0
ORD64061,PROD99521,9,10
ORD99638,PROD56667,2,0
ORD87507,PROD41453,10,5
ORD81951,PROD70014,10,10
ORD28548,PROD76530,9,15
ORD15175,PROD32693,7,10
ORD22671,PROD37228,10,0
ORD62700,PROD67753,2,5
ORD95415,PROD63254,1,0
ORD83415,PROD49428,3,5
ORD54638,PROD82597,8,15
ORD17312,PROD41331,5,15
ORD41146,PROD90415,9,15
ORD91340,PROD02240,5,10
ORD66995,PROD96115,7,5
ORD57813,PROD99370,10,5
ORD32095,PROD04458,3,5
ORD15719,PROD81575,3,0
ORD86262,PROD15432,5,0
ORD81157,PROD37003,3,15
ORD30257,PROD26767,10,0
ORD54015,PROD61953,5,5
ORD39688,PROD91722,2,0
ORD88942,PROD57230,7,5
ORD78385,PROD53397,1,10
ORD87206,PROD82529,9,0
ORD11169,PROD41961,5,5
ORD91129,PROD35885,9,0
ORD97740,PROD44624,4,10
ORD01744,PROD25101,2,5
ORD37985,PROD52101,1,15
ORD16470,PROD29897,2,15
ORD69132,PROD27051,4,0
ORD50136,PROD76435,3,15
ORD12265,PROD83473,2,0
ORD70869,PROD35668,6,0
ORD52128,PROD25444,5,0
ORD67254,PROD47539,1,15
ORD31753,PROD75120,2,0
ORD60602,PROD98132,10,10
ORD64534,PROD34249,6,0
ORD64731,PROD16365,4,0
ORD78027,PROD06377,5,5
ORD03782,PROD86577,2,0
ORD16714,PROD69327,9,0
ORD82142,PROD25331,3,10
ORD11133,PROD36875,5,5
ORD03045,PROD86578,9,0
ORD83314,PROD66887,10,0
ORD49947,PROD29050,8,15
ORD59621,PROD48265,3,0
ORD57418,PROD94341,1,0
ORD13671,PROD72673,2,0
ORD11408,PROD68659,3,0
ORD08780,PROD60509,7,0
ORD81781,PROD97060,1,5
ORD64782,PROD29338,4,5
ORD24273,PROD52284,8,15
ORD56039,PROD39027,6,0
ORD75059,PROD29897,9,10
ORD39514,PROD07823,9,0
ORD22708,PROD21693,2,0
ORD74565,PROD08314,7,5
ORD52836,PROD14834,9,15
ORD74028,PROD41278,6,5
ORD97590,PROD02054,2,0
ORD12184,PROD50542,7,15
ORD79235,PROD38358,3,0
ORD84877,PROD12450,6,10
ORD21304,PROD34783,8,10
ORD56079,PROD07255,8,0
ORD34523,PROD42037,2,0
ORD59133,PROD15970,6,0
ORD24120,PROD68542,1,0
ORD47512,PROD72455,6,15
ORD00627,PROD88226,10,0
ORD66701,PROD53867,10,0
ORD83330,PROD74262,5,0
ORD65953,PROD68866,8,10
ORD73120,PROD30636,2,0
ORD78915,PROD72364,9,0
ORD10172,PROD28585,9,0
ORD34616,PROD80777,10,15
ORD90519,PROD59409,10,5
ORD98917,PROD14680,1,0
ORD96727,PROD87295,6,5
ORD01411,PROD26893,2,0
ORD45316,PROD47479,8,0
ORD55800,PROD15694,7,0
ORD67549,PROD92137,9,10
ORD04681,PROD72351,6,5
ORD64582,PROD83103,10,5
ORD44631,PROD01027,9,10
ORD80984,PROD34904,9,0
ORD35233,PROD07140,1,10
ORD22335,PROD17352,9,10
ORD45191,PROD63793,5,0
ORD58363,PROD71124,10,5
ORD95658,PROD57683,2,15
ORD91401,PROD61388,6,0
ORD18668,PROD60574,2,15
ORD54002,PROD50721,8,10
ORD93160,PROD64061,2,15
ORD57022,PROD48307,1,0
ORD23941,PROD93171,7,15
ORD19697,PROD40464,5,0
ORD61372,PROD83496,6,15
ORD29846,PROD69790,10,0
ORD75084,PROD05233,8,5
ORD88098,PROD66689,5,0
ORD61471,PROD71900,5,0
ORD15121,PROD43206,6,0
ORD04701,PROD42037,2,15
ORD88344,PROD62362,6,0
ORD01336,PROD88949,9,0
ORD28645,PROD38676,5,15
ORD78993,PROD65997,6,0
ORD11332,PROD36402,6,15
ORD67805,PROD11628,6,0
ORD82024,PROD34632,8,5
ORD90643,PROD13086,7,10
ORD39578,PROD15758,1,0
ORD29094,PROD98130,3,10
ORD18926,PROD42893,3,0
ORD18207,PROD20868,9,15
ORD65057,PROD66355,7,0
ORD37073,PROD22443,2,0
ORD70346,PROD11708,4,0
ORD10555,PROD75980,3,0
ORD71041,PROD90483,6,10
ORD58146,PROD66789,5,10
ORD18682,PROD86577,1,10
ORD12615,PROD47282,1,0
ORD46904,PROD34753,2,10
ORD11816,PROD07557,3,0
ORD98256,PROD37677,9,0
ORD14866,PROD41653,7,15
ORD50349,PROD66887,7,15
ORD89646,PROD52744,3,15
ORD19947,PROD51496,10,0
ORD05976,PROD35395,2,15
ORD66650,PROD51043,3,10
ORD70614,PROD13504,3,5
ORD75848,PROD25101,8,0
ORD61593,PROD67243,7,10
ORD72827,PROD82168,3,0
ORD80722,PROD54713,7,15
ORD84719,PROD28641,5,0
ORD53060,PROD95405,8,0
ORD02499,PROD97984,9,15
ORD43101,PROD96247,1,0
ORD08285,PROD71441,4,10
ORD99345,PROD53969,7,0
ORD50736,PROD65764,3,10
ORD86314,PROD50486,1,10
ORD02412,PROD99532,8,0
ORD81507,PROD56689,4,10
ORD82872,PROD29743,7,0
ORD45430,PROD95066,6,15
ORD03528,PROD53859,3,0
ORD21028,PROD46566,9,0
ORD99948,PROD52468,4,0
ORD80704,PROD70099,9,0
ORD83763,PROD09284,6,0
ORD14929,PROD53493,9,15
ORD19458,PROD65447,8,0
ORD04999,PROD03263,9,0
ORD11157,PROD86466,3,5
ORD20788,PROD02324,5,15
ORD73908,PROD35111,3,5
ORD10738,PROD37003,3,10
ORD16237,PROD15893,3,10
ORD17629,PROD84389,5,0
ORD17003,PROD65884,7,15
ORD34708,PROD42847,1,0
ORD59428,PROD59557,4,5
ORD69552,PROD90415,3,5
ORD76454,PROD07792,2,15
ORD02025,PROD63889,1,10
ORD38218,PROD31578,5,0
ORD90648,PROD14445,6,0
ORD78167,PROD57000,6,0
ORD31387,PROD71340,4,15
ORD05348,PROD57722,4,10
ORD51918,PROD26798,1,0
ORD12375,PROD03160,4,15
ORD90884,PROD99812,2,10
ORD57731,PROD08255,7,0
ORD76956,PROD12446,3,15
ORD18765,PROD97737,10,0
ORD25708,PROD35028,5,0
ORD97074,PROD18270,9,15
ORD37884,PROD84370,10,0
ORD94609,PROD30736,7,0
ORD38560,PROD26097,1,0
ORD68471,PROD57818,2,15
ORD05616,PROD94507,1,10
ORD57080,PROD17904,3,0
ORD97247,PROD60399,7,0
ORD13843,PROD57683,2,0
ORD72942,PROD59034,1,5
ORD89655,PROD53969,9,0
ORD61926,PROD23072,4,15
ORD46521,PROD96320,4,0
ORD76842,PROD25990,4,10
ORD69847,PROD72351,8,0
ORD45136,PROD72364,5,0
ORD20235,PROD69929,3,15
ORD55442,PROD61991,9,15
ORD95779,PROD70884,3,10
ORD54633,PROD42122,3,0
ORD46430,PROD57571,6,5
ORD86575,PROD55678,2,0
ORD98084,PROD31997,4,0
ORD25229,PROD33188,10,0
ORD12265,PROD63695,9,10
ORD81678,PROD85924,4,5
ORD93706,PROD53679,5,0
ORD90510,PROD43891,7,15
ORD93160,PROD84574,1,0
ORD37221,PROD95089,5,0
ORD39347,PROD15458,9,5
ORD83061,PROD29032,10,15
ORD16867,PROD39890,6,10
ORD27333,PROD21318,6,15
